,songs_id,songs_name,artist_name,artist_id,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,artist_genre
525,0ElmwRAsaxaUZXnMbaSllH,All About You,['McFly'],['47izDDvtOxxz3FzHYuUptd'],2005,0.542,0.559,1,-5.313,1,0.0258,0.197,0.0,0.0989,0.295,129.898,186867,4,"['boy band', 'dance pop', 'post-teen pop']"
526,3jVSV60WZE5jPE2a6KGNFy,Get Right,['Jennifer Lopez'],['2DlGxzQSjYe5N6G9nkYghR'],2005,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,225533,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
527,7yxwAEwY9LD120AcB4nGJx,Don't Love You No More (I'm Sorry),['Craig David'],['2JyWXPbkqI5ZJa3gwqVa0c'],2005,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,100.113,243987,4,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']"
528,5zdUc1JRCImBYcDWgvFNpE,Caught Up,['Usher'],['23zg3TcAtWQy7J6upgbUnj'],2005,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,224640,4,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
529,0UaMYEvWZi0ZqiDOoHU3YI,Lose Control (feat. Ciara & Fat Man Scoop),"['Missy Elliott', 'Ciara', 'Fatman Scoop']","['2wIVse2owClT7go1WT98tk', '2NdeV5rLm47xAvogXrYhJX', '15GGbJKqC6w0VYyAJtjej6']",2005,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,4,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']"
530,2b8QQqf8Vwb7bfz22ja8Fk,Over And Over,"['Nelly', 'Tim McGraw']","['2gBjLmx6zQnFGQJCAQpRgw', '6roFdX1y5BYSbp60OTJWMd']",2005,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,253933,4,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
531,0AKAxdNkwq9ZxRdW1DN9zW,Behind These Hazel Eyes,['Kelly Clarkson'],['3BmGtnKgCSGYIUhmivXKWX'],2005,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']"
532,2hQU8LNZFUcXLUwqeABX3K,Don't Forget About Us - Radio Edit,['Mariah Carey'],['4iHNK0tOyZPYnBU7nGAgpQ'],2005,0.7,0.529,10,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555,233867,4,"['dance pop', 'pop', 'urban contemporary']"
533,4FTOpNYcGxnQdGNWSxIcio,Soldier (feat. T.I. & Lil' Wayne),"[""Destiny's Child"", 'T.I.', 'Lil Wayne']","['1Y8cdNmUJH7yBTd9yOvr5i', '4OBJLual30L7gRl5UkeRcT', '55Aa2cqylxrFIXC767Z865']",2005,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,325573,4,"['dance pop', 'girl group', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
534,3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),"['Bow Wow', 'Ciara']","['7352aRY2mqSxBZwzUb6LmA', '2NdeV5rLm47xAvogXrYhJX']",2005,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840,4,"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
535,6D0A5pK6nvKa9wdKfom6hG,That's My Goal,['Shayne Ward'],['6H4lieipng8aGu3Hbd1UeJ'],2005,0.286,0.508,2,-5.966,1,0.0336,0.372,0.0,0.27,0.14,68.637,219600,4,"['europop', 'post-teen pop', 'talent show']"
536,0jdeV5dSB3kUBRqe1xQJbh,True,['Ryan Cabrera'],['3C4t1usFGoKHCSRdujm2GN'],2005,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,203546,4,"['neo mellow', 'pop rock']"
537,1N7b4evSBcshS6WUbWhZIr,Switch,['Will Smith'],['41qil2VaGbD194gaEcmmyx'],2005,0.873,0.9,5,-4.325,0,0.18,0.0107,0.000502,0.556,0.478,102.516,197667,4,"['hip hop', 'pop rap']"
538,5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,['The All-American Rejects'],['3vAaWhdBR38Q02ohXqaNHT'],2005,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653,4,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-teen pop']"
539,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",['Fall Out Boy'],['4UXqAaa6dQYAk18Lv7PEgX'],2005,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4,"['emo', 'modern rock', 'pop punk']"
540,1JURww012QnWAw0zZXi6Aa,Just the Girl,['The Click Five'],['01lz5VBfkMFDteSA9pKJuP'],2005,0.571,0.89,9,-1.6,1,0.0395,0.00509,0.0,0.0769,0.751,110.958,234147,4,"['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']"
541,0F7rEdewJ6cSLylOZZpDu7,I'm Sprung,['T-Pain'],['3aQeKQSyrW4qWr35idm0cy'],2005,0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,230713,4,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
542,5MzjQ95rdB2xt9DNa2IzaC,Don't Phunk With My Heart,['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],2005,0.69,0.928,5,-2.76,0,0.061,0.00937,0.0,0.547,0.604,130.889,239773,4,"['dance pop', 'pop', 'pop rap']"
543,4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,['50 Cent'],['3q7HBObVc0L8jNeTe5Gofh'],2005,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237707,4,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
544,1IpYDWB31L1CxDQZztadSi,Lonely,['Akon'],['0z4gvV4rjIZ9wHck67ucSV'],2005,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098,235800,4,['dance pop']
545,2Sionb7ZAmdVGH9mieuJ7Z,Signs,"['Snoop Dogg', 'Charlie Wilson', 'Justin Timberlake']","['7hJcb9fa4alzcOq3EaNPoG', '6CxZzQFUTM6AzgluGwtq5w', '31TPClRtHm23RisEBtV3X7']",2005,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,236813,4,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
546,3lyLqIn8mybyEFTs8JJaLf,Home,['Michael Bublé'],['1GxkXlMwML1oSg5eLPiAz3'],2005,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,225907,4,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
547,3850dYVgOFIXJh5U4BFEWH,Hung Up,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],2005,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,"['dance pop', 'europop', 'pop']"
548,1oNToERLIN71YCPLbRIQGQ,Let Me Hold You (feat. Omarion),"['Bow Wow', 'Omarion']","['7352aRY2mqSxBZwzUb6LmA', '0f5nVCcR06GX8Qikz0COtT']",2005,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,248493,4,"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
549,0815caqt2Lytro5EIzMufT,You And Me,['Lifehouse'],['5PokPZn11xzZXyXSfnvIM3'],2005,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,195493,3,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
550,6tp27J7xy18DQiQXut3GsF,Don't Lie,['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],2005,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,219000,4,"['dance pop', 'pop', 'pop rap']"
551,41PWz0hAiU9FqsmjR9Wh62,Lovers And Friends,"['Lil Jon & The East Side Boyz', 'Usher', 'Ludacris']","['3ciRvbBIVz9fBoPbtSYq4x', '23zg3TcAtWQy7J6upgbUnj', '3ipn9JLAPI5GUEo4y4jcoi']",2005,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,260600,4,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
552,69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,['50 Cent'],['3q7HBObVc0L8jNeTe5Gofh'],2005,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,4,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
553,3hb2ScEVkGchcAQqrPLP0R,Photograph,['Nickelback'],['6deZN1bslXzeGvOLaLMOIF'],2005,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,258920,4,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
554,2zNYAhrM4ayQsdtDPeDE71,Almost Here,"['Brian McFadden', 'Delta Goodrem']","['5ny07v4RRsvdv1uQVplMry', '2g6fa86fL6oLcoDqanBbuR']",2005,0.561,0.452,9,-7.324,0,0.0336,0.409,0.0,0.106,0.316,77.984,229827,4,[]
555,3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,['Pretty Ricky'],['6XwcepfAsPhrvwziGxhwju'],2005,0.7,0.538,1,-5.952,1,0.045,0.000204,0.0,0.105,0.189,136.518,237733,4,"['dance pop', 'hip hop', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
556,2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,['D4L'],['4AllEJE7mVkhhyUV6DjqPz'],2005,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,4,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
557,2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,['John Legend'],['5y2Xq6xcjJb2jVM54GHK3t'],2005,0.469,0.132,10,-14.001,1,0.0798,0.928,0.0,0.0873,0.36,66.989,281467,3,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
558,4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",['Bobby V.'],['4HgF4KnohByNElYid7iCNb'],2005,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-06,0.401,0.626,186.048,258667,4,"['hip hop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
559,6ZyNjT2hYvfV5PuW84dp1E,1 Thing,['Amerie'],['08rMCq2ek1YjdDBsCPVH2s'],2005,0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-05,0.0416,0.891,125.085,238747,5,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
560,70ludZZEUJy1aFVkPI0Kpi,Drop It Like It's Hot,"['Snoop Dogg', 'Pharrell Williams']","['7hJcb9fa4alzcOq3EaNPoG', '2RdwBSPQiwcmiDo9kixcl8']",2005,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,266067,4,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
561,5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,['KT Tunstall'],['5zzrJD2jXrE9dZ1AklRFcL'],2005,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4,"['lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']"
562,5y4TDQdYzlT4eoQIPOgNDz,Your Body,['Pretty Ricky'],['6XwcepfAsPhrvwziGxhwju'],2005,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,240040,4,"['dance pop', 'hip hop', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
563,4faFAhOflLzhfJECveRwva,Lonely No More,['Rob Thomas'],['3aBkeBhwadnWMWoVJ2CxJC'],2005,0.551,0.896,9,-3.152,0,0.109,0.033,0.0,0.0899,0.858,171.79,226640,4,"['neo mellow', 'pop rock']"
564,7wdLZdLzaYCkUvxkPhFP4Q,You Raise Me Up,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],2005,0.129,0.358,10,-6.596,1,0.0314,0.631,0.0,0.0886,0.172,75.048,241067,5,"['boy band', 'dance pop', 'europop']"
565,4kOTDj4SiZPkW1p96WMDNv,We Be Burnin',['Sean Paul'],['3Isy6kedDrgPYoTS1dazA9'],2005,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,213066,4,"['dance pop', 'dancehall', 'pop', 'pop rap']"
566,5aDpULK8MbJmHl42kR5KNI,Collide,['Howie Day'],['0ekbDNE2eOq8QiaXM34wer'],2005,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120,4,"['acoustic pop', 'neo mellow', 'pop rock']"
567,4QvTOAIVxL3NGgrIYU97pj,Cool,['Gwen Stefani'],['4yiQZ8tQPux8cPriYMWUFP'],2005,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,189333,4,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']"
568,561jH07mF1jHuk7KlaeF0s,Mockingbird,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2005,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4,"['detroit hip hop', 'hip hop', 'rap']"
569,7i7UIbm5E0DD7aSOYvwp2v,Oh (feat. Ludacris),"['Ciara', 'Ludacris']","['2NdeV5rLm47xAvogXrYhJX', '3ipn9JLAPI5GUEo4y4jcoi']",2005,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,256347,4,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
570,08kTO4EW0jb07zNsCNM83w,Chariot,['Gavin DeGraw'],['5DYAABs8rkY9VhwtENoQCz'],2005,0.281,0.779,7,-5.104,1,0.0514,0.0437,0.0,0.37,0.344,167.172,239173,4,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
571,588RGyR1f4Plc8nm7SrdCa,Karma,['Alicia Keys'],['3DiDSECUqqY1AuBP8qtaIa'],2005,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,256000,4,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
572,7xiaTCgkQtB7OjnddcvsbO,"Baby, I'm Back","['Baby Bash', 'Akon']","['12PSlydMSjEHzSCj9X5qv7', '0z4gvV4rjIZ9wHck67ucSV']",2005,0.899,0.365,9,-5.461,0,0.105,0.0508,0.0,0.097,0.749,100.01,219920,4,"['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'texas latin rap', 'urban contemporary']"
573,4PmMVdIFpJTB9WQbmILf4p,How We Do,"['The Game', '50 Cent']","['0NbfKEOTQCcwd6o7wSDOHI', '3q7HBObVc0L8jNeTe5Gofh']",2005,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,4,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
574,3zdDxhDo5SycC7XSAPfdjv,Get It Poppin' (feat. Nelly) - Radio Version,"['Fat Joe', 'Nelly']","['3ScY9CQxNLQei8Umvpx5g6', '2gBjLmx6zQnFGQJCAQpRgw']",2005,0.905,0.55,1,-7.558,1,0.372,0.0628,0.0,0.0644,0.52,100.813,211320,4,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']"
575,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),"['Shakira', 'Alejandro Sanz']","['0EmeFodog0BfCgMzAIvKQp', '5sUrlPAHlS9NEirDB8SEbF']",2005,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,4,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
576,5sNESr6pQfIhL3krM8CtZn,Numb / Encore,"['JAY-Z', 'Linkin Park']","['3nFkdlSjzX9mRTtwJOzDYB', '6XyY86QOPPrYVGvF9ch6wz']",2005,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,205733,4,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']"
577,2iXdwVdzA0KrI2Q0iZNJbX,Better Together,['Jack Johnson'],['3GBPw9NK25X1Wt2OUvOwY3'],2005,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,207680,4,['neo mellow']
578,0CnD7Hiw6pae6rLsZw5q5W,Incomplete,['Backstreet Boys'],['5rSXSAkZ67PYJSvpUpkOr7'],2005,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,239587,4,"['boy band', 'dance pop']"
579,7jLbTp3qZzah9kMIdW8e5M,Ghetto Gospel,['2Pac'],['1ZwdS5xdxEREPySFridCfh'],2005,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053,4,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
580,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2005,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,"['permanent wave', 'pop']"
581,0Bo5fjMtTfCD8vHGebivqc,Axel F,['Crazy Frog'],['4J3wzDMI97AlGimdiVcaLb'],2005,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,168880,4,"['eurodance', 'europop']"
582,3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],2005,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,4,"['permanent wave', 'pop punk', 'punk']"
583,2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,"['The Game', '50 Cent']","['0NbfKEOTQCcwd6o7wSDOHI', '3q7HBObVc0L8jNeTe5Gofh']",2005,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,4,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
584,0avjVeujL8PYfm8tKKszLH,Ass Like That,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2005,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,265480,4,"['detroit hip hop', 'hip hop', 'rap']"
585,12bZjnzjuJoyRslVC4BmxU,Soul Survivor,"['Jeezy', 'Akon']","['4yBK75WVCQXej1p04GWqxH', '0z4gvV4rjIZ9wHck67ucSV']",2005,0.684,0.493,10,-7.728,1,0.0459,0.000839,0.0,0.157,0.08,84.03,280013,4,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
586,2ZudaDYcCTgqqYPV0TrNn8,Shiver,['Natalie Imbruglia'],['0dlOr0VIysztGWvU1dpjmP'],2005,0.489,0.798,1,-4.49,1,0.0316,0.00115,2.81e-06,0.149,0.309,94.163,222653,4,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']"
587,6A1yZW5SLd9hpLZsG29hCQ,Let Me Go,"['3 Doors Down', 'Jack Joseph Puig']","['2RTUTCvo6onsAnheUk3aL9', '30I8GIK3UqVyAg58557mdJ']",2005,0.478,0.863,1,-4.914,0,0.0387,0.0181,0.0,0.111,0.491,92.004,243053,4,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']"
588,5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song),['Ying Yang Twins'],['44PA0rCQXikgOWbfY7Fq7m'],2005,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,179160,4,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
589,0reKGVcWLVvl1FzjZ6TACy,I Like The Way - Radio Edit,['Bodyrockers'],['5GJmQjUNRyNQ2VZ4HOIx1C'],2005,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,200053,4,['dance rock']
590,6CN3e26iQSj1N5lomh0mfO,Like Toy Soldiers,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2005,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,296880,4,"['detroit hip hop', 'hip hop', 'rap']"
591,75D3n6wnFQmu1HVmLAlWM4,I Predict A Riot,['Kaiser Chiefs'],['0LbLWjaweRbO4FDKYlbfNt'],2005,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,233187,4,"['alternative rock', 'dance-punk', 'modern rock', 'rock']"
592,3TAtUJc4Sj913Cs5gBUeu0,Scars,['Papa Roach'],['4RddZ3iHvSpGV4dvATac9X'],2005,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,208199,4,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']"
593,1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,['Weezer'],['3jOstUTkEu2JkjvRdBA5Gu'],2005,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,196093,4,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
594,3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2005,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
595,5CWyE2OcZI1HVnHBh4RrKF,Play,['David Banner'],['7jFaoqWPhYLrKzjzlpXmUO'],2005,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,230133,4,"['conscious hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
596,2uhnzF1F605tp9QS6rH2VW,Outta Control - Remix,"['50 Cent', 'Mobb Deep']","['3q7HBObVc0L8jNeTe5Gofh', '6O2zJ0tId7g07yzHtX0yap']",2005,0.772,0.599,8,-5.996,0,0.246,0.0277,0.0,0.0839,0.557,92.029,247507,4,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
597,0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,['Jack Johnson'],['3GBPw9NK25X1Wt2OUvOwY3'],2005,0.814,0.373,7,-8.017,1,0.116,0.602,1.7e-05,0.0931,0.632,114.548,191907,4,['neo mellow']
598,3q7D4kfMcju2alVibiUAcz,In the Morning,['The Coral'],['6OiHleP2bHM18dXq4aZQWt'],2005,0.644,0.777,6,-6.165,0,0.0284,0.0252,0.0,0.0554,0.966,126.257,152520,4,"['britpop', 'modern rock', 'rock']"
599,6cFLAGlORtXUAja6p04L0l,Lyla,['Oasis'],['2DaxqgrOhkeH0fpeiQq2f4'],2005,0.394,0.948,11,-2.421,1,0.0479,0.000113,0.000142,0.146,0.31,120.896,310440,4,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']"
600,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']","['0EmeFodog0BfCgMzAIvKQp', '7aBzpmFXB4WWpPl2F7RjBe']",2006,0.778,0.824,10,-5.892,0,0.0712,0.284,0.0,0.405,0.756,100.024,218093,4,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
601,0k2GOhqsrxDTAbFFSdNJjT,Temperature,['Sean Paul'],['3Isy6kedDrgPYoTS1dazA9'],2006,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4,"['dance pop', 'dancehall', 'pop', 'pop rap']"
602,2gam98EZKrF9XuOkU13ApN,Promiscuous,"['Nelly Furtado', 'Timbaland']","['2jw70GZXlAI8QzWeY2bgRc', '5Y5TRrQiqgUO4S36tzjIRZ']",2006,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,4,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']"
603,07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,"['Gwen Stefani', 'Akon']","['4yiQZ8tQPux8cPriYMWUFP', '0z4gvV4rjIZ9wHck67ucSV']",2006,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']"
604,3N4DI1vuTSX1tz7fa2NQZw,Rehab,['Amy Winehouse'],['6Q192DXotxtaysaqNPy5yR'],2006,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,4,"['british soul', 'neo soul']"
605,1D1nixOVWOxvNfWi0UD7VX,Unwritten,['Natasha Bedingfield'],['7o95ZoZt5ZYn31e9z1Hc0a'],2006,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
606,1vxw6aYJls2oq3gW0DujAo,Crazy,['Gnarls Barkley'],['5SbkVQYYzlw1kte75QIabH'],2006,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,4,"['atl hip hop', 'neo soul']"
607,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,['Beyoncé'],['6vWDO969PvNqNYHIOW5v0m'],2006,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,4,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
608,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']","['31TPClRtHm23RisEBtV3X7', '5Y5TRrQiqgUO4S36tzjIRZ']",2006,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,"['dance pop', 'pop']"
